"outcome","month","MMWR week","Age group","Vaccine product","Vaccinated with outcome","Fully vaccinated population","Unvaccinated with outcome","Unvaccinated population","Crude vax IR","Crude unvax IR","Crude IRR","Age adjusted vax IR","Age adjusted unvax IR","Age adjusted IRR","Continuity correction"
"case","AUG 2021","202132","all_ages_adj","Moderna","42,083","44,021,421","495,948","70,178,080.45","95.596641462","706.699295307","7.39251175","95.740069991","711.892010794","7.435674643","1"
"case","AUG 2021","202132","all_ages_adj","Pfizer","85,868","61,081,295","495,948","70,178,080.45","140.579861642","706.699295307","5.027030807","141.610533105","711.892010794","5.027112003","1"
"case","AUG 2021","202133","12-17","all_types","3,967","5,751,058","80,009","9,965,374","68.978612283","802.870017723","11.639405189",,,,"0"
"case","AUG 2021","202133","18-29","all_types","22,114","16,738,128","133,591","18,782,336","132.117522342","711.258706052","5.383530462",,,,"0"
"case","AUG 2021","202133","30-49","all_types","51,867","32,933,216","186,938","22,259,340","157.491451791","839.818251574","5.332468791",,,,"0"
"case","AUG 2021","202133","50-64","all_types","39,217","29,731,429","82,417","11,460,317","131.904187989","719.151136919","5.452072052",,,,"0"
"case","AUG 2021","202133","65-79","all_types","28,201","23,418,915","31,107","3,972,769.45","120.419754715","783.00541704","6.502300382",,,,"1"
"case","AUG 2021","202133","80+","all_types","9,049","6,876,018","7,468","1,701,481","131.602331466","438.911748059","3.335136568",,,,"0"
"case","AUG 2021","202133","all_ages_adj","all_types","154,415","115,448,764","521,530","68,141,617.45","133.7519733","765.361932277","5.72224778","133.556338518","766.752781976","5.741043746","1"
"case","AUG 2021","202133","all_ages_adj","Janssen","17,931","9,299,195","521,530","68,141,617.45","192.823142218","765.361932277","3.969243129","176.488878425","766.752781976","4.34448215","1"
"case","AUG 2021","202133","all_ages_adj","Moderna","45,985","44,250,738","521,530","68,141,617.45","103.919170794","765.361932277","7.364973435","105.205115376","766.752781976","7.288170154","1"
"case","AUG 2021","202133","all_ages_adj","Pfizer","90,303","61,811,421","521,530","68,141,617.45","146.094360135","765.361932277","5.238819155","147.013095524","766.752781976","5.215540692","1"
"case","AUG 2021","202134","12-17","all_types","5,096","6,029,618","95,693","9,635,541","84.516133526","993.125347087","11.750719131",,,,"0"
"case","AUG 2021","202134","18-29","all_types","23,693","17,009,525","130,242","18,326,006","139.292543443","710.694954482","5.102175155",,,,"0"
"case","AUG 2021","202134","30-49","all_types","53,769","33,327,356","185,192","21,578,015","161.335930759","858.243911685","5.319608023",,,,"0"
"case","AUG 2021","202134","50-64","all_types","40,084","29,962,842","80,015","11,120,073","133.779032042","719.554628823","5.378680185",,,,"0"
"case","AUG 2021","202134","65-79","all_types","28,635","23,498,374","30,515","3,853,766.45","121.85949547","791.822763416","6.497833922",,,,"1"
"case","AUG 2021","202134","80+","all_types","9,214","6,892,872","7,083","1,674,297","133.674323272","423.043223514","3.164730617",,,,"0"
"case","AUG 2021","202134","all_ages_adj","all_types","160,491","116,720,587","528,740","66,187,698.45","137.500165245","798.849351741","5.809806485","138.560685412","793.623721811","5.727625549","1"
"case","AUG 2021","202134","all_ages_adj","Janssen","18,408","9,435,458","528,740","66,187,698.45","195.093868257","798.849351741","4.094692257","187.417974134","793.623721811","4.234512327","1"
"case","AUG 2021","202134","all_ages_adj","Moderna","48,607","44,500,893","528,740","66,187,698.45","109.227021579","798.849351741","7.313660486","112.950226827","793.623721811","7.026313661","1"
"case","AUG 2021","202134","all_ages_adj","Pfizer","93,229","62,695,951","528,740","66,187,698.45","148.700192776","798.849351741","5.372214634","150.335048565","793.623721811","5.279033262","1"
"case","SEP 2021","202135","12-17","all_types","5,271","6,365,494","87,967","9,332,070","82.805827796","942.63116329","11.383633114",,,,"0"
"case","SEP 2021","202135","18-29","all_types","23,776","17,341,828","119,028","17,885,339","137.102040223","665.505976711","4.854092438",,,,"0"
"case","SEP 2021","202135","30-49","all_types","51,403","33,846,174","171,432","20,933,759","151.872409567","818.926022794","5.392197471",,,,"0"
"case","SEP 2021","202135","50-64","all_types","38,323","30,264,208","74,444","10,797,045","126.628127853","689.484947039","5.444958863",,,,"0"
"case","SEP 2021","202135","65-79","all_types","27,700","23,605,004.1","29,145","3,738,219.45","117.347999105","779.649252534","6.64390751",,,,"1"
"case","SEP 2021","202135","80+","all_types","8,877","6,915,133","7,038","1,648,280","128.370632929","426.990559856","3.326232411",,,,"0"
"case","SEP 2021","202135","all_ages_adj","all_types","155,350","118,337,841.1","489,054","64,334,712.45","131.276689313","760.17126894","5.790603594","132.450810116","758.475887696","5.726472243","1"
"case","SEP 2021","202135","all_ages_adj","Janssen","17,403","9,565,505","489,054","64,334,712.45","181.934984091","760.17126894","4.178257814","181.278428887","758.475887696","4.18403829","1"
"case","SEP 2021","202135","all_ages_adj","Moderna","47,266","44,822,947","489,054","64,334,712.45","105.450451529","760.17126894","7.208800512","110.084865233","758.475887696","6.889919755","1"
"case","SEP 2021","202135","all_ages_adj","Pfizer","90,542","63,860,455","489,054","64,334,712.45","141.781012992","760.17126894","5.361587232","143.576135133","758.475887696","5.282743452","1"
"case","SEP 2021","202136","12-17","all_types","4,628","6,754,387","67,943","9,108,987","68.518431058","745.889746028","10.885972351",,,,"0"
"case","SEP 2021","202136","18-29","all_types","22,054","17,731,529","104,478","17,538,785","124.377316812","595.696908309","4.789433665",,,,"0"
"case","SEP 2021","202136","30-49","all_types","47,378","34,474,167","150,910","20,434,062","137.430441757","738.521787787","5.373786028",,,,"0"
"case","SEP 2021","202136","50-64","all_types","35,475","30,615,846","66,923","10,553,318","115.871369356","634.141793131","5.47280831",,,,"0"
"case","SEP 2021","202136","65-79","all_types","25,247","23,728,512.1","26,190","3,651,719.45","106.399423165","717.196388129","6.740604101",,,,"1"
"case","SEP 2021","202136","80+","all_types","8,238","6,940,698","6,391","1,628,785","118.691232496","392.378367925","3.305874913",,,,"0"
"case","SEP 2021","202136","all_ages_adj","all_types","143,020","120,245,139.1","422,835","62,915,656.45","118.940358896","672.066420122","5.6504489","119.608326089","676.439413955","5.655454232","1"
"case","SEP 2021","202136","all_ages_adj","Janssen","15,981","9,685,670","422,835","62,915,656.45","164.996329629","672.066420122","4.073220426","158.76516637","676.439413955","4.260628634","1"
"case","SEP 2021","202136","all_ages_adj","Moderna","43,779","45,260,562","422,835","62,915,656.45","96.726593894","672.066420122","6.948103857","97.194076084","676.439413955","6.959677392","1"
"case","SEP 2021","202136","all_ages_adj","Pfizer","83,119","65,209,618","422,835","62,915,656.45","127.464325891","672.066420122","5.27258443","129.30079016","676.439413955","5.231518022","1"
"case","SEP 2021","202137","12-17","all_types","4,428","7,154,615","55,855","8,884,363","61.890122669","628.688854789","10.158145237",,,,"0"
"case","SEP 2021","202137","18-29","all_types","19,614","18,142,081","89,285","17,154,001","108.113286453","520.490817273","4.814309456",,,,"0"
"case","SEP 2021","202137","30-49","all_types","43,600","35,136,902","128,918","19,876,108","124.08606769","648.607866289","5.227080512",,,,"0"
"case","SEP 2021","202137","50-64","all_types","33,067","30,974,011","58,431","10,289,320","106.757242386","567.880093145","5.319358954",,,,"0"
"case","SEP 2021","202137","65-79","all_types","24,065","23,851,785.1","23,904","3,561,002.25","100.893915902","671.271690435","6.653242512",,,,"1"
"case","SEP 2021","202137","80+","all_types","7,797","6,966,454","5,899","1,608,257","111.922076856","366.794610563","3.277231989",,,,"0"
"case","SEP 2021","202137","all_ages_adj","all_types","132,571","122,225,848.1","362,292","61,373,051.25","108.463964097","590.311207641","5.442463887","108.30791952","598.350038341","5.524527117","1"
"case","SEP 2021","202137","all_ages_adj","Janssen","14,488","9,790,571","362,292","61,373,051.25","147.979111739","590.311207641","3.989152257","140.434170625","598.350038341","4.260715435","1"
"case","SEP 2021","202137","all_ages_adj","Moderna","41,060","45,771,700","362,292","61,373,051.25","89.706084764","590.311207641","6.580503532","89.408021787","598.350038341","6.69235295","1"
"case","SEP 2021","202137","all_ages_adj","Pfizer","76,889","66,573,459","362,292","61,373,051.25","115.494975257","590.311207641","5.111141903","116.696674122","598.350038341","5.127395813","1"
"case","SEP 2021","202138","12-17","all_types","4,020","7,467,452","45,974","8,709,274","53.833623571","527.874079975","9.805657598",,,,"0"
"case","SEP 2021","202138","18-29","all_types","15,969","18,497,242","71,383","16,840,929","86.331789355","423.866165578","4.909734511",,,,"0"
"case","SEP 2021","202138","30-49","all_types","39,143","35,700,324","105,381","19,426,541","109.643262621","542.458896826","4.947489557",,,,"0"
"case","SEP 2021","202138","50-64","all_types","29,361","31,264,526","48,103","10,079,489","93.911546908","477.236494826","5.08176588",,,,"0"
"case","SEP 2021","202138","65-79","all_types","21,462","23,949,382.1","20,092","3,489,844.25","89.614003027","575.727699023","6.424528306",,,,"1"
"case","SEP 2021","202138","80+","all_types","6,989","6,987,376","5,045","1,588,812","100.023241915","317.532848443","3.174590649",,,,"0"
"case","SEP 2021","202138","all_ages_adj","all_types","116,944","123,866,302.1","295,978","60,134,889.25","94.411472707","492.190147336","5.213245099","93.856131293","500.88565469","5.33673877","1"
"case","SEP 2021","202138","all_ages_adj","Janssen","12,680","9,865,445","295,978","60,134,889.25","128.529427715","492.190147336","3.829396552","121.487412589","500.88565469","4.122942814","1"
"case","SEP 2021","202138","all_ages_adj","Moderna","36,352","46,248,923","295,978","60,134,889.25","78.600749254","492.190147336","6.26190147","75.918193546","500.88565469","6.597702491","1"
"case","SEP 2021","202138","all_ages_adj","Pfizer","67,806","67,660,998","295,978","60,134,889.25","100.214306623","492.190147336","4.911376069","100.978343031","500.88565469","4.960327528","1"
"case","SEP 2021","202139","12-17","all_types","3,809","7,756,020","38,175","8,567,941","49.11023953","445.556289428","9.072574145",,,,"0"
"case","SEP 2021","202139","18-29","all_types","14,648","18,900,317","59,402","16,564,413","77.501345612","358.612164524","4.627173395",,,,"0"
"case","SEP 2021","202139","30-49","all_types","37,688","36,337,484","89,969","19,017,918","103.716591936","473.074918085","4.561226986",,,,"0"
"case","SEP 2021","202139","50-64","all_types","28,020","31,582,510","41,966","9,883,120","88.719990906","424.622993549","4.786102762",,,,"0"
"case","SEP 2021","202139","65-79","all_types","20,478","24,053,077.1","17,994","3,348,012.25","85.13671625","537.453230645","6.312825468",,,,"1"
"case","SEP 2021","202139","80+","all_types","6,549","7,009,037","4,520","1,547,060","93.436516315","292.1670782","3.126904659",,,,"0"
"case","SEP 2021","202139","all_ages_adj","all_types","111,192","125,638,445.1","252,026","58,928,464.25","88.501572836","427.68126271","4.832470757","87.762276977","439.260626","5.005118841","1"
"case","SEP 2021","202139","all_ages_adj","Janssen","11,770","9,954,765","252,026","58,928,464.25","118.234835277","427.68126271","3.617218747","110.833096225","439.260626","3.963262247","1"
"case","SEP 2021","202139","all_ages_adj","Moderna","34,648","46,775,262","252,026","58,928,464.25","74.073342443","427.68126271","5.773754074","75.940105125","439.260626","5.784303633","1"
"case","SEP 2021","202139","all_ages_adj","Pfizer","64,687","68,816,789","252,026","58,928,464.25","93.998864143","427.68126271","4.549855646","94.61739636","439.260626","4.642493272","1"
"case","OCT 2021","202140","12-17","all_types","3,531","7,999,059","31,555","8,446,824","44.142692284","373.572362819","8.462835942",,,,"0"
"case","OCT 2021","202140","18-29","all_types","13,610","19,279,100","51,852","16,320,920","70.594581697","317.702678525","4.500383328",,,,"0"
"case","OCT 2021","202140","30-49","all_types","35,646","36,915,979","79,193","18,659,953","96.559812216","424.4008546","4.395212096",,,,"0"
"case","OCT 2021","202140","50-64","all_types","26,460","31,870,861","37,558","9,706,900","83.022545265","386.920644078","4.660428596",,,,"0"
"case","OCT 2021","202140","65-79","all_types","19,179","24,149,526.1","16,234","3,227,269.25","79.417707497","503.025894105","6.333926148",,,,"1"
"case","OCT 2021","202140","80+","all_types","6,241","7,028,835","4,133","1,508,273","88.79138577","274.022010604","3.08613283",,,,"0"
"case","OCT 2021","202140","all_ages_adj","all_types","104,667","127,243,360.1","220,525","57,870,139.25","82.257337371","381.068721897","4.6326411","81.407992623","394.483784657","4.845762338","1"
"case","OCT 2021","202140","all_ages_adj","Janssen","11,006","10,035,996","220,525","57,870,139.25","109.66524897","381.068721897","3.474835698","100.424805334","394.483784657","3.928150852","1"
"case","OCT 2021","202140","all_ages_adj","Moderna","33,315","47,199,851","220,525","57,870,139.25","70.582849933","381.068721897","5.398885455","68.529669438","394.483784657","5.756394097","1"
"case","OCT 2021","202140","all_ages_adj","Pfizer","60,269","69,915,295","220,525","57,870,139.25","86.202883074","381.068721897","4.420602981","86.783848788","394.483784657","4.545589878","1"
"case","OCT 2021","202141","12-17","all_types","3,099","8,185,055","26,091","8,343,765","37.861688162","312.700561437","8.259023214",,,,"0"
"case","OCT 2021","202141","18-29","all_types","12,467","19,591,411","43,896","16,104,001","63.635028636","272.578224505","4.28346196",,,,"0"
"case","OCT 2021","202141","30-49","all_types","32,240","37,386,627","67,929","18,344,901","86.234042991","370.288179805","4.293990714",,,,"0"
"case","OCT 2021","202141","50-64","all_types","24,267","32,106,161","32,921","9,546,848","75.583623966","344.836327131","4.562315341",,,,"0"
"case","OCT 2021","202141","65-79","all_types","17,038","24,257,847.1","14,674","3,130,669.95","70.237065679","468.717566347","6.673364865",,,,"1"
"case","OCT 2021","202141","80+","all_types","5,635","7,053,890","3,924","1,474,603","79.884999624","266.105521283","3.331107499",,,,"0"
"case","OCT 2021","202141","all_ages_adj","all_types","94,746","128,580,991.1","189,435","56,944,787.95","73.685852932","332.664334735","4.514629627","72.861491947","347.669721376","4.771652516","1"
"case","OCT 2021","202141","all_ages_adj","Janssen","9,976","10,109,476","189,435","56,944,787.95","98.67969418","332.664334735","3.371152875","89.40373475","347.669721376","3.888760602","1"
