"outcome","month","MMWR week","Age group","Vaccine product","Vaccinated with outcome","Fully vaccinated population","Unvaccinated with outcome","Unvaccinated population","Crude vax IR","Crude unvax IR","Crude IRR","Age adjusted vax IR","Age adjusted unvax IR","Age adjusted IRR","Continuity correction"
"case","DEC 2021","202152","5-11","all_types","15,673","2,420,187","137,434","15,698,704","647.594586699","875.448062464","1.351845862",,,,"0"
"case","DEC 2021","202152","12-17","all_types","87,983","9,231,403","99,241","7,388,913","953.083729526","1,343.106895426","1.409222352",,,,"0"
"case","DEC 2021","202152","18-29","all_types","332,081","21,550,047","367,816","13,834,769","1,540.975757501","2,658.634921913","1.725293152",,,,"0"
"case","DEC 2021","202152","30-49","all_types","541,215","40,392,499","457,369","14,993,928","1,339.889864205","3,050.361452983","2.276576258",,,,"1"
"case","DEC 2021","202152","50-64","all_types","318,491","33,724,631","188,162","7,414,280.650000001","944.386908192","2,537.832176612","2.687280133",,,,"1"
"case","DEC 2021","202152","65-79","all_types","126,449","25,132,871.1","65,163","2,391,479.2","503.121985136","2,724.798944519","5.415781908",,,,"1"
"case","DEC 2021","202152","80+","all_types","31,399","7,316,916","16,780","1,126,396.9","429.128884355","1,489.705804411","3.471464771",,,,"1"
"case","DEC 2021","202152","all_ages_adj","all_types","1,453,291","139,768,554.1","1,331,965","62,848,470.75","1,039.783955238","2,119.32762103","2.038238434","1,082.466691006","2,414.504504953","2.230557785","1"
"case","DEC 2021","202152","all_ages_adj","Janssen","105,072","10,931,641","1,331,965","62,848,470.75","961.173166956","2,119.32762103","2.204938396","867.447912882","2,414.504504953","2.783457622","1"
"case","DEC 2021","202152","all_ages_adj","Moderna","456,227","49,906,663","1,331,965","62,848,470.75","914.160499972","2,119.32762103","2.318332088","994.669360666","2,414.504504953","2.427444335","1"
"case","DEC 2021","202152","all_ages_adj","Pfizer","890,976","78,833,624","1,331,965","62,848,470.75","1,130.197947008","2,119.32762103","1.875182685","1,154.261064797","2,414.504504953","2.091818375","1"
"case","JAN 2022","202201","5-11","all_types","36,025","2,741,208","268,962","15,378,490","1,314.201622059","1,748.949344181","1.330807476",,,,"0"
"case","JAN 2022","202201","12-17","all_types","169,498","9,299,202","178,593","7,281,325","1,822.715540538","2,452.754134721","1.345659309",,,,"0"
"case","JAN 2022","202201","18-29","all_types","453,025","21,674,035","473,192","13,604,616","2,090.173795512","3,478.172408541","1.664058949",,,,"0"
"case","JAN 2022","202201","30-49","all_types","710,383","40,563,289","587,396","14,714,523","1,751.295364634","3,991.947275491","2.279425479",,,,"1"
"case","JAN 2022","202201","50-64","all_types","427,014","33,827,711","257,555","7,264,320.05","1,262.320113826","3,545.479800274","2.808701027",,,,"1"
"case","JAN 2022","202201","65-79","all_types","174,037","25,177,463.7","90,918","2,355,365.2","691.241191225","3,860.038349892","5.584213439",,,,"1"
"case","JAN 2022","202201","80+","all_types","46,052","7,328,848","25,873","1,113,895.9","628.366149769","2,322.748472276","3.696488859",,,,"1"
"case","JAN 2022","202201","all_ages_adj","all_types","2,016,034","140,611,756.7","1,882,489","61,712,535.15","1,433.759201445","3,050.415925102","2.127565021","1,543.061382689","3,369.222957488","2.183466578","1"
"case","JAN 2022","202201","all_ages_adj","Janssen","143,071","10,977,285","1,882,489","61,712,535.15","1,303.336845131","3,050.415925102","2.34046627","1,239.54828805","3,369.222957488","2.71810545","1"
"case","JAN 2022","202201","all_ages_adj","Moderna","625,498","50,068,402","1,882,489","61,712,535.15","1,249.286925514","3,050.415925102","2.441725646","1,412.092224648","3,369.222957488","2.385979399","1"
"case","JAN 2022","202201","all_ages_adj","Pfizer","1,245,653","79,469,640","1,882,489","61,712,535.15","1,567.457710894","3,050.415925102","1.946091371","1,618.610794334","3,369.222957488","2.08155226","1"
"case","JAN 2022","202202","5-11","all_types","41,867","3,020,089","283,358","15,059,869","1,386.283649257","1,881.543591116","1.357257292",,,,"0"
"case","JAN 2022","202202","12-17","all_types","165,028","9,362,604","199,112","7,162,530","1,762.629285613","2,779.911567561","1.577139101",,,,"0"
"case","JAN 2022","202202","18-29","all_types","320,008","21,784,158","363,499","13,355,811","1,468.994119488","2,721.654267195","1.852733262",,,,"0"
"case","JAN 2022","202202","30-49","all_types","572,528","40,712,065","493,903","14,414,078","1,406.285827064","3,426.532033475","2.436582925",,,,"1"
"case","JAN 2022","202202","50-64","all_types","353,253","33,912,989","225,211","7,122,788.05","1,041.645134848","3,161.837730101","3.035426965",,,,"1"
"case","JAN 2022","202202","65-79","all_types","159,285","25,210,084.7","85,062","2,323,612.1","631.830483299","3,660.765925604","5.793905205",,,,"1"
"case","JAN 2022","202202","80+","all_types","44,239","7,337,029","25,534","1,102,240.95","602.955228881","2,316.553381545","3.841998992",,,,"1"
"case","JAN 2022","202202","all_ages_adj","all_types","1,656,208","141,339,018.7","1,675,679","60,540,929.1","1,171.798145504","2,767.844869431","2.362049198","1,282.860029152","3,016.23765899","2.351182195","1"
"case","JAN 2022","202202","all_ages_adj","Janssen","118,510","11,011,942","1,675,679","60,540,929.1","1,076.195279634","2,767.844869431","2.571879771","999.856548365","3,016.23765899","3.016670405","1"
"case","JAN 2022","202202","all_ages_adj","Moderna","516,398","50,195,499","1,675,679","60,540,929.1","1,028.773516127","2,767.844869431","2.69043169","1,263.671246058","3,016.23765899","2.386884776","1"
"case","JAN 2022","202202","all_ages_adj","Pfizer","1,019,612","80,035,896","1,675,679","60,540,929.1","1,273.943381605","2,767.844869431","2.172659248","1,322.737640272","3,016.23765899","2.280299258","1"
"case","JAN 2022","202203","5-11","all_types","38,538","3,325,500","212,422","14,787,392","1,158.863328823","1,436.507532904","1.239583217",,,,"0"
"case","JAN 2022","202203","12-17","all_types","113,983","9,443,217","141,459","7,046,740","1,207.035695569","2,007.438900825","1.663114776",,,,"0"
"case","JAN 2022","202203","18-29","all_types","219,691","21,906,596","257,778","13,154,472","1,002.853204578","1,959.622552695","1.954047256",,,,"1"
"case","JAN 2022","202203","30-49","all_types","434,550","40,875,312","374,932","14,181,547","1,063.111151298","2,643.801836288","2.48685364",,,,"1"
"case","JAN 2022","202203","50-64","all_types","264,075","34,002,148","174,169","7,021,498.05","776.642110963","2,480.510551448","3.19389139",,,,"1"
"case","JAN 2022","202203","65-79","all_types","130,700","25,244,184.7","70,905","2,298,641.1","517.743003203","3,084.648577805","5.957875932",,,,"1"
"case","JAN 2022","202203","80+","all_types","38,263","7,345,354","22,273","1,093,121.95","520.914308555","2,037.55857249","3.911504328",,,,"1"
"case","JAN 2022","202203","all_ages_adj","all_types","1,239,800","142,142,311.7","1,253,938","59,583,412.1","872.224452503","2,104.508546599","2.412806177","956.5115096","2,330.271421691","2.436218904","1"
"case","JAN 2022","202203","all_ages_adj","Janssen","89,870","11,050,806","1,253,938","59,583,412.1","813.243848458","2,104.508546599","2.587795224","764.340988044","2,330.271421691","3.048732775","1"
"case","JAN 2022","202203","all_ages_adj","Moderna","399,160","50,343,681","1,253,938","59,583,412.1","792.87011214","2,104.508546599","2.654291686","942.871593666","2,330.271421691","2.471462114","1"
"case","JAN 2022","202203","all_ages_adj","Pfizer","749,556","80,653,057","1,253,938","59,583,412.1","929.358449488","2,104.508546599","2.264474539","973.556824131","2,330.271421691","2.393564879","1"
"case","JAN 2022","202204","5-11","all_types","27,403","3,641,038","132,691","14,578,734","752.615050983","910.168194303","1.209340941",,,,"0"
"case","JAN 2022","202204","12-17","all_types","62,795","9,535,414","81,978","6,955,250","658.545082573","1,178.649221811","1.789777576",,,,"0"
"case","JAN 2022","202204","18-29","all_types","130,396","22,032,515","163,148","12,981,071","591.834386587","1,256.81463417","2.123591773",,,,"1"
"case","JAN 2022","202204","30-49","all_types","264,602","41,041,831","239,597","13,984,531","644.712951525","1,713.300217219","2.657462074",,,,"1"
"case","JAN 2022","202204","50-64","all_types","170,393","34,091,104","121,278","6,936,888.05","499.816609049","1,748.305567653","3.4978941",,,,"1"
"case","JAN 2022","202204","65-79","all_types","94,980","25,277,916.7","54,971","2,276,598","375.742989928","2,414.611626646","6.426232003",,,,"1"
"case","JAN 2022","202204","80+","all_types","28,820","7,353,802","17,766","1,085,244.95","391.906118767","1,637.049773878","4.17714778",,,,"1"
"case","JAN 2022","202204","all_ages_adj","all_types","779,389","142,973,620.7","811,429","58,798,317","545.127832802","1,380.020792092","2.531554452","589.504349485","1,569.852127461","2.663003469","1"
"case","JAN 2022","202204","all_ages_adj","Janssen","56,997","11,093,744","811,429","58,798,317","513.776052521","1,380.020792092","2.686035648","555.702501653","1,569.852127461","2.824986612","1"
"case","JAN 2022","202204","all_ages_adj","Moderna","256,876","50,488,869","811,429","58,798,317","508.777489153","1,380.020792092","2.712425022","565.63644444","1,569.852127461","2.775373021","1"
"case","JAN 2022","202204","all_ages_adj","Pfizer","464,790","81,297,040","811,429","58,798,317","571.7182323","1,380.020792092","2.413812809","597.996780815","1,569.852127461","2.625184914","1"
"case","FEB 2022","202205","5-11","all_types","16,751","3,891,621","69,169","14,431,228","430.437599139","479.300860606","1.113519966",,,,"0"
"case","FEB 2022","202205","12-17","all_types","31,639","9,619,743","41,393","6,885,906","328.896520416","601.126416771","1.82770683",,,,"0"
"case","FEB 2022","202205","18-29","all_types","68,633","22,141,729","85,671","12,845,396","309.971276408","666.939345428","2.151616605",,,,"1"
"case","FEB 2022","202205","30-49","all_types","142,165","41,183,150","127,193","13,832,338","345.20186047","919.533631986","2.663756304",,,,"1"
"case","FEB 2022","202205","50-64","all_types","94,199","34,164,977","68,251","6,877,973.700000001","275.718025509","992.312605092","3.599012445",,,,"1"
"case","FEB 2022","202205","65-79","all_types","58,717","25,304,967.7","34,177","2,261,635","232.037442988","1,511.163384012","6.512584196",,,,"1"
"case","FEB 2022","202205","80+","all_types","19,539","7,360,637","11,878","1,079,609.95","265.452568847","1,100.212164588","4.144665728",,,,"1"
"case","FEB 2022","202205","all_ages_adj","all_types","431,643","143,666,824.7","437,732","58,214,086.65","300.447233313","751.934841187","2.502718474","321.668159475","875.467572889","2.721648218","1"
"case","FEB 2022","202205","all_ages_adj","Janssen","31,361","11,124,910","437,732","58,214,086.65","281.898909744","751.934841187","2.667391803","267.358462535","875.467572889","3.274508555","1"
"case","FEB 2022","202205","all_ages_adj","Moderna","144,016","50,611,788","437,732","58,214,086.65","284.55031069","751.934841187","2.642537411","343.197553706","875.467572889","2.550914374","1"
"case","FEB 2022","202205","all_ages_adj","Pfizer","255,766","81,836,826","437,732","58,214,086.65","312.531671255","751.934841187","2.405947654","325.975688084","875.467572889","2.685683641","1"
"case","FEB 2022","202206","5-11","all_types","10,515","4,165,908","36,693","14,287,142","252.405958077","256.825332876","1.017508996",,,,"0"
"case","FEB 2022","202206","12-17","all_types","17,520","9,707,504","22,019","6,819,322","180.478936707","322.891337291","1.78908045",,,,"0"
"case","FEB 2022","202206","18-29","all_types","40,454","22,251,647","48,759","12,728,332","181.802272883","383.074545824","2.107094371",,,,"1"
"case","FEB 2022","202206","30-49","all_types","82,857","41,323,265","71,418","13,695,137","200.509325679","521.484377995","2.600798622",,,,"1"
"case","FEB 2022","202206","50-64","all_types","56,367","34,234,280","40,119","6,828,402.700000001","164.650753572","587.531253832","3.568348405",,,,"1"
"case","FEB 2022","202206","65-79","all_types","38,155","25,329,641.7","22,680","2,247,497","150.633792818","1,009.122592822","6.699178013",,,,"1"
"case","FEB 2022","202206","80+","all_types","13,624","7,366,620","7,931","1,074,432.95","184.942348051","738.156810995","3.991280628",,,,"1"
"case","FEB 2022","202206","all_ages_adj","all_types","259,492","144,378,865.7","249,619","57,680,265.65","179.729906273","432.763263461","2.407853386","189.841402319","517.294690554","2.724878157","1"
"case","FEB 2022","202206","all_ages_adj","Janssen","18,761","11,151,268","249,619","57,680,265.65","168.240956993","432.763263461","2.572282464","155.991890961","517.294690554","3.316163984","1"
"case","FEB 2022","202206","all_ages_adj","Moderna","86,864","50,722,809","249,619","57,680,265.65","171.252345271","432.763263461","2.527050142","173.60958492","517.294690554","2.979643611","1"
"case","FEB 2022","202206","all_ages_adj","Pfizer","153,526","82,412,097","249,619","57,680,265.65","186.290612166","432.763263461","2.3230546","193.294737679","517.294690554","2.676196449","1"
"case","FEB 2022","202207","5-11","all_types","6,173","4,426,291","18,455","14,189,522","139.462136583","130.060758918","0.932588315",,,,"0"
"case","FEB 2022","202207","12-17","all_types","9,832","9,791,851","11,567","6,772,458","100.410024621","170.794709986","1.700972693",,,,"0"
"case","FEB 2022","202207","18-29","all_types","24,556","22,363,858","29,153","12,633,491","109.802163831","230.759653052","2.101594768",,,,"1"
"case","FEB 2022","202207","30-49","all_types","47,342","41,462,371","39,757","13,586,478","114.180638633","292.621825907","2.562797243",,,,"1"
"case","FEB 2022","202207","50-64","all_types","32,736","34,298,581","22,765","6,791,680.700000001","95.444181787","335.189491461","3.51189025",,,,"1"
"case","FEB 2022","202207","65-79","all_types","23,347","25,351,132.7","13,482","2,237,717","92.094504322","602.489054693","6.542073918",,,,"1"
"case","FEB 2022","202207","80+","all_types","8,757","7,371,949","4,945","1,070,365.95","118.788125094","461.99152729","3.889206324",,,,"1"
"case","FEB 2022","202207","all_ages_adj","all_types","152,743","145,066,033.7","140,124","57,281,712.65","105.292049492","244.622574147","2.323276784","109.881047577","296.701980803","2.700210704","1"
"case","FEB 2022","202207","all_ages_adj","Janssen","10,758","11,172,943","140,124","57,281,712.65","96.286179926","244.622574147","2.540578246","81.417077474","296.701980803","3.644222932","1"
"case","FEB 2022","202207","all_ages_adj","Moderna","51,893","50,834,313","140,124","57,281,712.65","102.082622814","244.622574147","2.396319446","106.749135203","296.701980803","2.779432173","1"
"case","FEB 2022","202207","all_ages_adj","Pfizer","89,893","82,966,605","140,124","57,281,712.65","108.348413196","244.622574147","2.257740256","111.62717092","296.701980803","2.657972771","1"
"case","FEB 2022","202208","5-11","all_types","3,291","4,656,907","9,154","14,093,905","70.669223156","64.950061747","0.919071398",,,,"0"
"case","FEB 2022","202208","12-17","all_types","4,848","9,870,557","5,866","6,728,297","49.115769252","87.184022941","1.775071922",,,,"0"
"case","FEB 2022","202208","18-29","all_types","15,317","22,472,251","17,539","12,550,952","68.159616053","139.742387669","2.050222636",,,,"1"
"case","FEB 2022","202208","30-49","all_types","28,408","41,593,209","23,480","13,492,485.85","68.299611122","174.022787654","2.547932335",,,,"1"
"case","FEB 2022","202208","50-64","all_types","19,945","34,357,388","13,455","6,759,475.700000001","58.051560846","199.053899994","3.428915555",,,,"1"
"case","FEB 2022","202208","65-79","all_types","15,015","25,370,976.7","8,259","2,229,245.8","59.181797286","370.484044424","6.260101271",,,,"1"
"case","FEB 2022","202208","80+","all_types","5,885","7,376,834","3,331","1,067,069.95","79.776771444","312.163227912","3.912958901",,,,"1"
"case","FEB 2022","202208","all_ages_adj","all_types","92,709","145,698,122.7","81,084","56,921,431.3","63.630881635","142.448983007","2.238676871","64.61344138","176.69766105","2.734688902","1"
"case","FEB 2022","202208","all_ages_adj","Janssen","6,253","11,192,821","81,084","56,921,431.3","55.866166358","142.448983007","2.549825633","45.718584458","176.69766105","3.8648979","1"
"case","FEB 2022","202208","all_ages_adj","Moderna","31,804","50,955,849","81,084","56,921,431.3","62.414817188","142.448983007","2.282294324","65.39894092","176.69766105","2.701842852","1"
"case","FEB 2022","202208","all_ages_adj","Pfizer","54,564","83,457,867","81,084","56,921,431.3","65.379097216","142.448983007","2.178815387","66.618798459","176.69766105","2.652369378","1"
"case","MAR 2022","202209","5-11","all_types","2,863","4,832,266","6,222","14,017,472","59.247566256","44.387461591","0.749186243",,,,"0"
"case","MAR 2022","202209","12-17","all_types","3,812","9,934,061","4,151","6,691,111","38.373027909","62.03753009","1.616696244",,,,"0"
"case","MAR 2022","202209","18-29","all_types","11,489","22,566,745","11,786","12,477,027","50.911196985","94.461605317","1.855419061",,,,"1"
"case","MAR 2022","202209","30-49","all_types","20,092","41,704,245","15,401","13,414,054.85","48.177349812","114.812412594","2.383120139",,,,"1"
"case","MAR 2022","202209","50-64","all_types","14,241","34,405,551","9,260","6,732,062.700000001","41.391576609","137.550709384","3.323157044",,,,"1"
"case","MAR 2022","202209","65-79","all_types","10,753","25,387,853.7","5,807","2,221,825.8","42.354899816","261.3616243","6.170752981",,,,"1"
"case","MAR 2022","202209","80+","all_types","4,151","7,381,220","2,193","1,063,938.95","56.237315782","206.120849321","3.665197146",,,,"1"
"case","MAR 2022","202209","all_ages_adj","all_types","67,401","146,211,941.7","54,820","56,617,492.3","46.098149861","96.825199727","2.100414008","47.575776682","120.254737558","2.527646335","1"
"case","MAR 2022","202209","all_ages_adj","Janssen","4,471","11,212,725","54,820","56,617,492.3","39.874339199","96.825199727","2.428258416","31.989913812","120.254737558","3.759145406","1"
"case","MAR 2022","202209","all_ages_adj","Moderna","22,681","51,053,500","54,820","56,617,492.3","44.425945332","96.825199727","2.179474156","44.116071091","120.254737558","2.725871425","1"
"case","MAR 2022","202209","all_ages_adj","Pfizer","40,181","83,854,623","54,820","56,617,492.3","47.91745352","96.825199727","2.020666638","49.152213737","120.254737558","2.44657826","1"
"case","MAR 2022","202210","5-11","all_types","2,257","4,969,358","4,407","13,959,150","45.418341766","31.570690192","0.695108825",,,,"0"
"case","MAR 2022","202210","12-17","all_types","2,785","9,986,978","2,867","6,662,763","27.886313558","43.030196331","1.543057896",,,,"0"
"case","MAR 2022","202210","18-29","all_types","8,782","22,645,098","8,229","12,418,122","38.781020069","66.266058588","1.70872397",,,,"1"
"case","MAR 2022","202210","30-49","all_types","15,258","41,794,232","10,743","13,352,505.2","36.50743002","80.456811955","2.203847598",,,,"1"
"case","MAR 2022","202210","50-64","all_types","10,336","34,444,748","6,250","6,710,779.700000001","30.007477482","93.133738245","3.10368435",,,,"1"
"case","MAR 2022","202210","65-79","all_types","7,768","25,401,768.7","3,785","2,216,166.8","30.580547724","170.790393575","5.584935728",,,,"1"
"case","MAR 2022","202210","80+","all_types","2,937","7,384,819","1,484","1,061,626.95","39.770778404","139.785449117","3.514777802",,,,"1"
"case","MAR 2022","202210","all_ages_adj","all_types","50,123","146,627,001.7","37,765","56,381,113.65","34.184017554","66.981649626","1.95944346","35.561731765","82.365779739","2.316135229","1"
"case","MAR 2022","202210","all_ages_adj","Janssen","3,185","11,228,563","37,765","56,381,113.65","28.365161241","66.981649626","2.361405566","24.946402391","82.365779739","3.301709739","1"
"case","MAR 2022","202210","all_ages_adj","Moderna","16,618","51,127,601","37,765","56,381,113.65","32.502991877","66.981649626","2.060784123","51.026354008","82.365779739","1.614181169","1"
"case","MAR 2022","202210","all_ages_adj","Pfizer","30,255","84,179,862","37,765","56,381,113.65","35.940899974","66.981649626","1.86366089","37.050799449","82.365779739","2.223050001","1"
"case","MAR 2022","202211","5-11","all_types","2,208","5,077,976","3,947","13,907,566","43.48189121","28.380235621","0.652690921",,,,"0"
"case","MAR 2022","202211","12-17","all_types","2,939","10,029,566","2,834","6,635,152","29.303361681","42.71190773","1.457577059",,,,"0"
"case","MAR 2022","202211","18-29","all_types","8,241","22,711,772","7,072","12,364,237","36.285147632","57.197221309","1.576325991",,,,"1"
"case","MAR 2022","202211","30-49","all_types","15,260","41,871,156","9,499","13,295,953.2","36.4451366","71.442790578","1.960283243",,,,"1"
"case","MAR 2022","202211","50-64","all_types","10,207","34,477,105","5,411","6,691,052.700000001","29.605153913","80.869188192","2.731591548",,,,"1"
"case","MAR 2022","202211","65-79","all_types","7,045","25,413,752.7","3,321","2,210,115.25","27.721210965","150.263657065","5.42053005",,,,"1"
"case","MAR 2022","202211","80+","all_types","2,536","7,387,960","1,260","1,059,216.95","34.326119795","118.95580032","3.465460152",,,,"1"
"case","MAR 2022","202211","all_ages_adj","all_types","48,436","146,969,287.7","33,344","56,163,293.1","32.956545383","59.369738061","1.80145514","34.483697301","72.689913034","2.107950096","1"
"case","MAR 2022","202211","all_ages_adj","Janssen","2,993","11,242,536","33,344","56,163,293.1","26.622107325","59.369738061","2.230091605","21.294722778","72.689913034","3.413517696","1"
"case","MAR 2022","202211","all_ages_adj","Moderna","16,006","51,190,407","33,344","56,163,293.1","31.267577146","59.369738061","1.898763623","34.966198783","72.689913034","2.078862317","1"
"case","MAR 2022","202211","all_ages_adj","Pfizer","29,364","84,445,832","33,344","56,163,293.1","34.772586526","59.369738061","1.707371927","35.912488558","72.689913034","2.024084544","1"
"case","MAR 2022","202212","5-11","all_types","2,616","5,161,215","4,264","13,854,715","50.685739695","30.776526258","0.607202863",,,,"0"
"case","MAR 2022","202212","12-17","all_types","3,115","10,063,326","2,687","6,603,261","30.953980821","40.692015657","1.314597172",,,,"0"
"case","MAR 2022","202212","18-29","all_types","11,156","22,766,069","7,825","12,315,028","49.002750541","63.54025342","1.296667079",,,,"1"
"case","MAR 2022","202212","30-49","all_types","18,045","41,933,710","9,377","13,244,216.2","43.032204878","70.800716769","1.645296051",,,,"1"
"case","MAR 2022","202212","50-64","all_types","11,696","34,502,836","5,083","6,671,922.700000001","33.898662707","76.184935416","2.247431885",,,,"1"
"case","MAR 2022","202212","65-79","all_types","7,793","25,423,462.7","2,861","2,204,810.25","30.652787513","129.761733464","4.233276775",,,,"1"
"case","MAR 2022","202212","80+","all_types","2,549","7,390,433","973","1,056,926.95","34.490536617","92.059342417","2.669118879",,,,"1"
"case","MAR 2022","202212","all_ages_adj","all_types","56,970","147,241,051.7","33,070","55,950,880.1","38.691655175","59.105415216","1.527601105","40.772434305","69.88043091","1.713913631","1"
"case","MAR 2022","202212","all_ages_adj","Janssen","3,343","11,253,946","33,070","55,950,880.1","29.705136314","59.105415216","1.989737216","23.983194331","69.88043091","2.913724917","1"
"case","MAR 2022","202212","all_ages_adj","Moderna","18,504","51,241,660","33,070","55,950,880.1","36.111242298","59.105415216","1.636759398","60.670229683","69.88043091","1.151807588","1"
"case","MAR 2022","202212","all_ages_adj","Pfizer","35,063","84,655,156","33,070","55,950,880.1","41.418623102","59.105415216","1.427025111","43.051914353","69.88043091","1.623166634","1"
"case","MAR 2022","202213","5-11","all_types","2,783","5,230,927","3,657","13,807,487","53.202807074","26.485630586","0.497823932",,,,"0"
"case","MAR 2022","202213","12-17","all_types","3,363","10,092,825","2,502","6,586,280","33.320700597","37.988060028","1.140073868",,,,"0"
"case","MAR 2022","202213","18-29","all_types","13,254","22,814,666","9,219","12,272,281","58.094210102","75.120509382","1.293080829",,,,"1"
"case","MAR 2022","202213","30-49","all_types","21,854","41,988,035","10,568","13,200,517.2","52.048160863","80.057469263","1.538142135",,,,"1"
"case","MAR 2022","202213","50-64","all_types","14,368","34,525,133","5,399","6,652,162.700000001","41.616059814","81.161574716","1.950246493",,,,"1"
"case","MAR 2022","202213","65-79","all_types","9,076","25,432,254.7","2,930","2,193,319.25","35.686965655","133.587483901","3.74331304",,,,"1"
"case","MAR 2022","202213","80+","all_types","2,834","7,392,775","1,083","1,052,694.95","38.334725458","102.878806439","2.683697489",,,,"1"
"case","MAR 2022","202213","all_ages_adj","all_types","67,532","147,476,615.7","35,358","55,764,742.1","45.791666482","63.405655022","1.384654892","47.678345576","75.762369757","1.589031013","1"
"case","MAR 2022","202213","all_ages_adj","Janssen","4,034","11,264,318","35,358","55,764,742.1","35.812199194","63.405655022","1.770504366","28.834477407","75.762369757","2.627492383","1"
"case","MAR 2022","202213","all_ages_adj","Moderna","22,051","51,287,025","35,358","55,764,742.1","42.995279995","63.405655022","1.474711992","43.810287006","75.762369757","1.729328314","1"
"case","MAR 2022","202213","all_ages_adj","Pfizer","41,392","84,835,031","35,358","55,764,742.1","48.791165055","63.405655022","1.299531482","50.565550586","75.762369757","1.498300105","1"
"case","APR 2022","202214","5-11","all_types","3,643","5,293,612","4,431","13,780,925","68.818795182","32.153139212","0.467214503",,,,"0"
"case","APR 2022","202214","12-17","all_types","4,394","10,118,853","3,073","6,568,815","43.423893993","46.781649354","1.077325064",,,,"0"
"case","APR 2022","202214","18-29","all_types","17,167","22,855,309","11,482","12,231,059","75.111651302","93.875763333","1.249816263",,,,"1"
"case","APR 2022","202214","30-49","all_types","28,657","42,033,395","12,786","13,158,894.2","68.176743753","97.166219332","1.425210621",,,,"1"
"case","APR 2022","202214","50-64","all_types","19,559","34,544,421","6,823","6,627,894.700000001","56.619851871","102.943699453","1.818155577",,,,"1"
"case","APR 2022","202214","65-79","all_types","12,331","25,440,794.7","3,553","2,175,260.25","48.469397853","163.336777749","3.369894923",,,,"1"
"case","APR 2022","202214","80+","all_types","3,919","7,395,224","1,278","1,044,443.95","52.993661855","122.361760054","2.30898858",,,,"1"
"case","APR 2022","202214","all_ages_adj","all_types","89,670","147,681,608.7","43,426","55,587,292.1","60.718461012","78.1221721","1.286629648","62.778428742","93.226429379","1.48500737","1"
"case","APR 2022","202214","all_ages_adj","Janssen","4,981","11,274,714","43,426","55,587,292.1","44.178504217","78.1221721","1.768329949","36.626403805","93.226429379","2.545333958","1"
"case","APR 2022","202214","all_ages_adj","Moderna","29,322","51,324,056","43,426","55,587,292.1","57.131104369","78.1221721","1.367419254","55.661540564","93.226429379","1.674880509","1"
"case","APR 2022","202214","all_ages_adj","Pfizer","55,300","84,993,065","43,426","55,587,292.1","65.064131997","78.1221721","1.20069491","67.068512667","93.226429379","1.390017844","1"
"case","APR 2022","202215","5-11","all_types","4,398","5,344,091","5,111","13,757,675","82.29650281","37.15017254","0.451418606",,,,"0"
"case","APR 2022","202215","12-17","all_types","5,324","10,139,663","3,383","6,555,621","52.506676011","51.604569575","0.982819205",,,,"0"
"case","APR 2022","202215","18-29","all_types","21,819","22,890,815","14,164","12,188,659","95.317707124","116.206384968","1.219147926",,,,"1"
"case","APR 2022","202215","30-49","all_types","37,610","42,072,886","16,154","13,115,718.2","89.392489025","123.165195788","1.37780251",,,,"1"
"case","APR 2022","202215","50-64","all_types","26,625","34,567,712","8,650","6,601,904.700000001","77.022743073","131.022794073","1.701092286",,,,"1"
"case","APR 2022","202215","65-79","all_types","16,780","25,459,519.7","4,632","2,156,786.7","65.908548935","214.763935627","3.258514094",,,,"1"
"case","APR 2022","202215","80+","all_types","5,504","7,400,505","1,655","1,035,609.95","74.373302903","159.809202297","2.148744187",,,,"1"
"case","APR 2022","202215","all_ages_adj","all_types","118,060","147,875,191.7","53,749","55,411,974.55","79.837597262","96.998889566","1.214952515","81.344188796","117.609828091","1.445829503","1"
"case","APR 2022","202215","all_ages_adj","Janssen","6,479","11,284,353","53,749","55,411,974.55","57.415786266","96.998889566","1.689411499","46.827724844","117.609828091","2.511542649","1"
"case","APR 2022","202215","all_ages_adj","Moderna","39,052","51,366,236","53,749","55,411,974.55","76.02659459","96.998889566","1.27585472","71.769090713","117.609828091","1.638725347","1"
"case","APR 2022","202215","all_ages_adj","Pfizer","72,392","85,136,484","53,749","55,411,974.55","85.030525808","96.998889566","1.140753731","87.111204107","117.609828091","1.350111381","1"
"case","APR 2022","202216","5-11","all_types","4,889","5,382,550","6,328","13,728,844","90.830554291","46.092737305","0.507458505",,,,"0"
"case","APR 2022","202216","12-17","all_types","5,805","10,156,639","3,751","6,537,138","57.154733963","57.379850326","1.003938718",,,,"0"
"case","APR 2022","202216","18-29","all_types","24,791","22,922,099","16,421","12,154,338","108.153271653","135.104026233","1.249190377",,,,"1"
"case","APR 2022","202216","30-49","all_types","44,301","42,107,287","19,867","13,080,207.2","105.209817959","151.885973182","1.443648284",,,,"1"
"case","APR 2022","202216","50-64","all_types","31,090","34,606,451","10,429","6,579,225.700000001","89.838741338","158.514093839","1.764429148",,,,"1"
"case","APR 2022","202216","65-79","all_types","20,677","25,520,665.7","5,567","2,140,546.7","81.020613816","260.073746581","3.209970085",,,,"1"
"case","APR 2022","202216","80+","all_types","7,464","7,418,485","2,139","1,027,219.95","100.613534974","208.231937084","2.069621519",,,,"1"
